disorder_id	disorder_name	gene_symbol	description	score	query_phenotype	match_phenotype
OMIM:619927	Intellectual Developmental Disorder, Autosomal Dominant 67	GRIA1	Gria1<em1(IMPC)H> hom late	42.13	HP:0100034,HP:0000752,HP:0000722,HP:0007018	MP:0009456,MP:0020420,MP:0020422,MP:0009454,MP:0001417
OMIM:619927	Intellectual Developmental Disorder, Autosomal Dominant 67	GRIA1	Gria1<em1(IMPC)H> hom middle	28.67	HP:0007018	MP:0001417
OMIM:619927	Intellectual Developmental Disorder, Autosomal Dominant 67	GRIA1	Gria1<em1(IMPC)Hmgu> hom early	51.57	HP:0100034,HP:0000752,HP:0000722,HP:0007018	MP:0001399
OMIM:619931	Intellectual Developmental Disorder, Autosomal Recessive 76	GRIA1	Gria1<em1(IMPC)H> hom early	30.405	HP:0100716	MP:0001399
OMIM:619931	Intellectual Developmental Disorder, Autosomal Recessive 76	GRIA1	Gria1<em1(IMPC)H> hom late	33.275	HP:0100716	MP:0020420,MP:0020422
OMIM:619931	Intellectual Developmental Disorder, Autosomal Recessive 76	GRIA1	Gria1<em1(IMPC)Hmgu> hom early	30.405	HP:0100716	MP:0001399
OMIM:619934	Intellectual Developmental Disorder, Autosomal Dominant 68	KMT2B	Kmt2b<tm1.2(IMPC)Wtsi> het early	26.48	HP:0008070	MP:0002075
OMIM:619967	Congenital Myopathy 11	HACD1	Hacd1<em1(IMPC)Mbp> het embryo	32.685	HP:0001561	MP:0001785
OMIM:619967	Congenital Myopathy 11	HACD1	Hacd1<em1(IMPC)Mbp> hom embryo	31.7	HP:0001561	MP:0001785
OMIM:619971	Neurodevelopmental Disorder With Epilepsy And Brain Atrophy	ATP6V0A1	Atp6v0a1<tm1b(EUCOMM)Hmgu> het early	31.25	HP:0000939	MP:0010123
OMIM:619991	Liver Disease, Severe Congenital	FOCAD	Focad<em1(IMPC)Bay> het late	26.03	HP:0000736,HP:0000737,HP:0000825	MP:0005292,MP:0001415
OMIM:619991	Liver Disease, Severe Congenital	FOCAD	Focad<em1(IMPC)Bay> hom embryo	16.15	HP:0005231,HP:0001537,HP:0002243	MP:0004258,MP:0000111
OMIM:620010	Cholestasis, Progressive Familial Intrahepatic, 12	VPS33B	Vps33b<tm1a(EUCOMM)Wtsi> het early	23.12	HP:0002908,HP:0012202,HP:0002904	MP:0001556
OMIM:620021	Intellectual Developmental Disorder With Autism And Dysmorphic Facies	PDZD8	Pdzd8<tm1b(EUCOMM)Wtsi> hom early	44.785	HP:0007018,HP:0100023,HP:0001845,HP:0000722	MP:0001399,MP:0002764
OMIM:620022	Stickler Syndrome, Type Vi	COL9A3	Col9a3<em1(IMPC)Tcp> hom early	20.345	HP:0000407	MP:0004738
OMIM:620028	Developmental And Epileptic Encephalopathy 106	UFSP2	Ufsp2<em1(IMPC)Mbp> het embryo	40.495	HP:0001321,HP:0000252	MP:0000433
OMIM:620029	Neurodevelopmental Disorder With Hypotonia, Language Delay, And Skeletal Defects With Or Without Seizures	CACNA1C	Cacna1c<em1(IMPC)Mbp> het early	21.225	HP:0007018,HP:0002015	MP:0020421
OMIM:620033	Developmental And Epileptic Encephalopathy 107	NAPB	Napb<tm1b(EUCOMM)Hmgu> het early	39.325	HP:0000733	MP:0020870,MP:0001364,MP:0001399
OMIM:620047	Microcephaly 29, Primary, Autosomal Recessive	PDCD6IP	Pdcd6ip<em1(IMPC)Mbp> hom late	25.055	HP:0005565,HP:0004719	MP:0002135,MP:0008528,MP:0002989
OMIM:620047	Microcephaly 29, Primary, Autosomal Recessive	PDCD6IP	Pdcd6ip<em1(IMPC)Hmgu> hom late	22.58	HP:0000752	MP:0011940
OMIM:620073	Neurodevelopmental Disorder With Dysmorphic Facies And Skeletal And Brain Abnormalities	HNRNPR	Hnrnpr<em1(IMPC)Marc> hom early	23.96	HP:0007018	MP:0001417
OMIM:620075	Neurodevelopmental Disorder With Facial Dysmorphism, Absent Language, And Pseudo-Pelger-Huet Anomaly	TMEM147	Tmem147<em1(IMPC)J> het early	18.1	HP:0008070,HP:0002212,HP:0000664,HP:0045075	MP:0000579
OMIM:620076	Bent Bone Dysplasia Syndrome 2	LAMA5	Lama5<tm1b(KOMP)Wtsi> het early	18.935	HP:0001631,HP:0002240	MP:0000274
OMIM:620084	Spermatogenic Failure 76	CCDC34	Ccdc34<em1(IMPC)J> hom early	70.93	HP:0003251,HP:0000798,HP:0033393,HP:0032558,HP:0032559,HP:0012207	MP:0001925
OMIM:620094	Neurodevelopmental Disorder With Eye Movement Abnormalities And Ataxia	FRMD5	Frmd5<tm1a(EUCOMM)Hmgu> hom early	28.13	HP:0001332	MP:0001488
OMIM:620114	Neurodevelopmental Disorder With Speech Impairment And With Or Without Seizures	CACNA1I	Cacna1i<tm1b(KOMP)Wtsi> hom early	25.615	HP:0002540	MP:0001402
OMIM:620121	Iron Overload, Susceptibility To	BMP6	Bmp6<em1(IMPC)Ccpcz> hom early	48.975	HP:0031877,HP:0003281,HP:0012463,HP:0012465	MP:0008810,MP:0001944,MP:0005343,MP:0002941
OMIM:620145	Developmental And Epileptic Encephalopathy 109	FZR1	Fzr1<tm1.1(KOMP)Vlcg> het early	33.59	HP:0001712	MP:0000274,MP:0000266
OMIM:620145	Developmental And Epileptic Encephalopathy 109	FZR1	Fzr1<tm1.1(KOMP)Vlcg> hom embryo	22.095	HP:0001511	MP:0001697
OMIM:620149	Developmental And Epileptic Encephalopathy 110	CACNA2D1	Cacna2d1<em1(IMPC)Mbp> hom early	26.36	HP:0003763	MP:0020420,MP:0020421
OMIM:620155	Rabin-Pappas Syndrome	SETD2	Setd2<tm1b(NCOM)Mfgc> hom early	15.42	HP:0000347,HP:0007763	MP:0010392,MP:0002764
OMIM:620157	Intellectual Developmental Disorder, Autosomal Dominant 70	SETD2	Setd2<tm1b(NCOM)Mfgc> hom early	16.585	HP:0000347,HP:0007763	MP:0010392,MP:0002764
OMIM:620166	Muscular Dystrophy, Congenital, With Or Without Seizures	GOSR2	Gosr2<tm1b(EUCOMM)Hmgu> het early	41	HP:0002505,HP:0001251,HP:0003236	MP:0008806,MP:0001406
OMIM:620167	Combined Oxidative Phosphorylation Deficiency 57	CRLS1	Crls1<tm1a(EUCOMM)Wtsi> hom early	22.94	HP:0003811	MP:0011100
OMIM:620185	Atelis Syndrome 2	SMC5	Smc5<tm1b(KOMP)Wtsi> het early	45.575	HP:0001873,HP:0000842,HP:0001903,HP:0001310	MP:0003179,MP:0005011,MP:0002875,MP:0000745,MP:0000219,MP:0000208,MP:0005016,MP:0005560
OMIM:620186	Branchial Arch Abnormalities, Choanal Atresia, Athelia, Hearing Loss, And Hypothyroidism Syndrome	KMT2D	Kmt2d<tm1.2(IMPC)Wtsi> het early	19.52	HP:0005359,HP:0008282	MP:0002968,MP:0003020,MP:0000221,MP:0005561,MP:0005634,MP:0002875,MP:0008806
OMIM:620193	Lacrimoauriculodentodigital Syndrome 3	FGF10	Fgf10<tm1b(EUCOMM)Wtsi> het early	32.04	HP:0001092,HP:0000286,HP:0000561,HP:0007925,HP:0006297	MP:0005287,MP:0010024
OMIM:620210	Neurodevelopmental Disorder With Dysmorphic Facies And Ischiopubic Hypoplasia	NAE1	Nae1<tm1b(EUCOMM)Wtsi> het early	26.84	HP:0001744,HP:0001882,HP:0001888	MP:0002590,MP:0002875
OMIM:620221	Spastic Paraplegia 79A, Autosomal Dominant, With Ataxia	UCHL1	Uchl1<tm1b(EUCOMM)Hmgu> het early	34.765	HP:0002015,HP:0002080	MP:0001399,MP:0001488
OMIM:620222	Spermatogenic Failure 80	DRC1	Drc1<em1(IMPC)Bay> hom early	74.64	HP:0003251,HP:0000798,HP:0032560,HP:0032558,HP:0032559,HP:0034011	MP:0001925
OMIM:620238	Deafness, Autosomal Recessive 120	MINAR2	Minar2<tm1b(KOMP)Wtsi> hom early	28.04	HP:0000407	MP:0004738
OMIM:620242	Neurodevelopmental Disorder With Poor Growth And Behavioral Abnormalities	ATP9A	Atp9a<tm1b(EUCOMM)Hmgu> hom early	50	HP:0000736,HP:0000752,HP:0000718,HP:0033838,HP:0000716,HP:0007018,HP:0000733	MP:0001399,MP:0001415
OMIM:620270	Neurodevelopmental Disorder With Absent Speech And Movement And Behavioral Abnormalities	UBE3C	Ube3c<tm1b(EUCOMM)Hmgu> hom early	36.315	HP:0010665,HP:0001639,HP:0001251	MP:0002834,MP:0002757,MP:0001402,MP:0002764,MP:0001406
OMIM:620300	Mitochondrial Trifunctional Protein Deficiency 2	HADHB	Hadhb<em1(IMPC)Bay> het early	36.405	HP:0001943	MP:0013278
OMIM:620300	Mitochondrial Trifunctional Protein Deficiency 2	HADHB	Hadhb<em1(IMPC)Bay> hom early	22.445	HP:0003811	MP:0011110
OMIM:620317	Neurodevelopmental Disorder With Microcephaly And Speech Delay, With Or Without Brain Abnormalities	WARS1	Wars1<tm1b(EUCOMM)Hmgu> het late	46.275	HP:0002540,HP:0002317,HP:0001251	MP:0001406,MP:0001523
OMIM:620320	Hematuria, Benign Familial, 2	COL4A3	Col4a3<tm1b(EUCOMM)Wtsi> hom early	28.755	HP:0002907,HP:0000093,HP:0033282	MP:0003917
OMIM:620330	Intellectual Developmental Disorder, Autosomal Dominant 71, With Behavioral Abnormalities	RFX7	Rfx7<tm2b(EUCOMM)Hmgu> het early	30.38	HP:0012170,HP:0002136,HP:0000609,HP:0000718,HP:0012167,HP:0002591,HP:0100716,HP:4000070,HP:0007018,HP:0000712,HP:0000733	MP:0020870,MP:0001325,MP:0001402
OMIM:620343	Basal Cell Nevus Syndrome 2	SUFU	Sufu<tm1b(KOMP)Wtsi> hom embryo	35.5	HP:0000238	MP:0003864,MP:0003232,MP:0006108,MP:0003720
OMIM:620351	Congenital Myopathy 22A, Classic	SCN4A	Scn4a<tm2b(KOMP)Wtsi> het early	35.27	HP:0008180	MP:0002966,MP:0008806
OMIM:620351	Congenital Myopathy 22A, Classic	SCN4A	Scn4a<tm2b(KOMP)Wtsi> hom early	22.5	HP:0003811	MP:0011100
OMIM:620352	Developmental And Epileptic Encephalopathy 31B	DNM1	Dnm1<tm1.1(KOMP)Vlcg> het embryo	36.29	HP:0005484,HP:0001274,HP:0033725,HP:0034295	MP:0000433
OMIM:620352	Developmental And Epileptic Encephalopathy 31B	DNM1	Dnm1<tm1.1(KOMP)Vlcg> hom embryo	36.29	HP:0005484,HP:0001274,HP:0033725,HP:0034295	MP:0000433
OMIM:620357	Diarrhea 13	ACSL5	Acsl5<tm1.1(KOMP)Vlcg> hom early	55.8	HP:0002910,HP:0001397,HP:0001988,HP:0003073	MP:0000186,MP:0004952,MP:0003402,MP:0005179,MP:0005567,MP:0005344,MP:0005560
OMIM:620358	Mitochondrial Complex V (Atp Synthase) Deficiency, Nuclear Type 4A	ATP5F1A	Atp5f1a<tm1a(EUCOMM)Wtsi> het early	32.345	HP:0001508,HP:0001903	MP:0005505,MP:0001262,MP:0005562
OMIM:620379	Spastic Paraplegia 89, Autosomal Recessive	AMFR	Amfr<tm1a(KOMP)Wtsi> het early	30.015	HP:0001251	MP:0001402
ORPHA:100050	Hereditary Angioedema Type 1	SERPING1	Serping1<em1(IMPC)Mbp> hom early	25.31	HP:0025349	MP:0001304
ORPHA:100069	Semantic Dementia	MAPT	Mapt<tm1b(EUCOMM)Hmgu> hom early	42.43	HP:0000726	MP:0001417
ORPHA:100070	Progressive Non-Fluent Aphasia	MAPT	Mapt<tm1b(EUCOMM)Hmgu> hom early	33.15	HP:0000711,HP:0002145,HP:0000716,HP:0001268,HP:0002354	MP:0011941,MP:0001417
ORPHA:100075	Neuroendocrine Tumor Of Stomach	DAXX	Daxx<em1(IMPC)Mbp> het early	21.51	HP:0002240,HP:0031566	MP:0000274
ORPHA:100924	Porphyria Due To Ala Dehydratase Deficiency	ALAD	Alad<em1(IMPC)Tcp> het early	16.105	HP:0030272,HP:0012217,HP:0040322,HP:0005547	MP:0011874,MP:0000709
ORPHA:100924	Porphyria Due To Ala Dehydratase Deficiency	ALAD	Alad<em1(IMPC)Tcp> het late	31.47	HP:0030272,HP:0005547	MP:0010068
ORPHA:100991	Autosomal Dominant Spastic Paraplegia Type 10	KIF5A	Kif5a<tm1b(EUCOMM)Wtsi> het early	21.98	HP:0000510,HP:0000365	MP:0004738,MP:0006243
ORPHA:100996	Autosomal Recessive Spastic Paraplegia Type 15	ZFYVE26	Zfyve26<em1(IMPC)J> hom early	40.56	HP:0002145,HP:0007024,HP:0000726,HP:0001288,HP:0100543	MP:0002804,MP:0002574
ORPHA:100998	Autosomal Dominant Spastic Paraplegia Type 17	BSCL2	Bscl2<tm1b(EUCOMM)Hmgu> hom early	33.135	HP:0001763,HP:0001436,HP:0001171,HP:0002064	MP:0001406,MP:0001402,MP:0002764
ORPHA:101	Dentatorubral Pallidoluysian Atrophy	ATN1	Atn1<tm1b(EUCOMM)Wtsi> hom early	41.06	HP:0001251,HP:0001138,HP:0010867,HP:0001310,HP:0002066,HP:0001266,HP:0000643,HP:0002070,HP:0000726,HP:0002073,HP:0002075,HP:0100543,HP:0002078,HP:0012048,HP:0002354,HP:0002345	MP:0001513,MP:0001289,MP:0001406,MP:0001417
ORPHA:101000	Autosomal Recessive Spastic Paraplegia Type 20	SPART	Spart<tm2b(EUCOMM)Hmgu> hom early	28.215	HP:0000712,HP:0100543	MP:0001417
ORPHA:101016	Romano-Ward Syndrome	AKAP9	Akap9<tm1a(KOMP)Wtsi> het early	22.95	HP:0002900	MP:0002968,MP:0000186,MP:0005179,MP:0008806,MP:0005419,MP:0000183
ORPHA:101016	Romano-Ward Syndrome	KCNE2	Kcne2<tm1a(EUCOMM)Wtsi> hom early	34.64	HP:0002900	MP:0004151,MP:0005567,MP:0010092,MP:0005419
ORPHA:101016	Romano-Ward Syndrome	NOS1AP	Nos1ap<tm1b(KOMP)Wtsi> hom early	20.065	HP:0002900,HP:0012332	MP:0002942,MP:0008259
ORPHA:101016	Romano-Ward Syndrome	CAV3	Cav3<em1(IMPC)Kmpc> hom early	15.865	HP:0002900	MP:0000182
ORPHA:101016	Romano-Ward Syndrome	KCNE1	Kcne1<tm1b(EUCOMM)Hmgu> hom early	22.83	HP:0002900,HP:0012332,HP:0000365	MP:0002968,MP:0005565,MP:0002941,MP:0004738
ORPHA:101111	Spinocerebellar Ataxia Type 25	PNPT1	Pnpt1<tm1a(KOMP)Wtsi> het early	38.915	HP:0002073,HP:0002066	MP:0001406
ORPHA:101150	Autosomal Recessive Dopa-Responsive Dystonia	TH	Th<em1(IMPC)H> het early	34.385	HP:0001251,HP:0002066	MP:0001406
ORPHA:1018	X-Linked Alport Syndrome-Diffuse Leiomyomatosis	COL4A5	Col4a5<tm1b(EUCOMM)Wtsi> hem early	36.76	HP:0000518,HP:0000093,HP:0000491,HP:0012622,HP:0003774,HP:0000790,HP:0011501,HP:0000112	MP:0002135,MP:0001289,MP:0001303
ORPHA:1018	X-Linked Alport Syndrome-Diffuse Leiomyomatosis	COL4A5	Col4a5<tm1b(EUCOMM)Wtsi> hom early	13.055	HP:0000093,HP:0012622,HP:0003774,HP:0000790,HP:0000112	MP:0002135
ORPHA:1020	Early-Onset Autosomal Dominant Alzheimer Disease	SORL1	Sorl1<tm1b(EUCOMM)Wtsi> hom early	25.98	HP:0001251	MP:0001406
ORPHA:1020	Early-Onset Autosomal Dominant Alzheimer Disease	TOMM40	Tomm40<em1(IMPC)J> het early	35.505	HP:0000713,HP:0000734	MP:0001399
ORPHA:1031	Enamel-Renal Syndrome	FAM20A	Fam20a<tm1b(KOMP)Wtsi> hom early	46.885	HP:0000684,HP:0000083,HP:0011073,HP:0000682,HP:0012365,HP:0004727,HP:0000212,HP:0000121,HP:0000805,HP:0003127,HP:0006286,HP:0000112,HP:0000705	MP:0002135,MP:0002100,MP:0010025
ORPHA:1040	Metaphyseal Anadysplasia	MMP9	Mmp9<tm1b(EUCOMM)Wtsi> hom early	54.395	HP:0006487,HP:0040071,HP:0002814,HP:0006501,HP:0005930,HP:0000944,HP:0004039	MP:0002764
ORPHA:1040	Metaphyseal Anadysplasia	MMP13	Mmp13<em1(IMPC)Ccpcz> hom early	54.395	HP:0006487,HP:0040071,HP:0002814,HP:0006501,HP:0005930,HP:0000944,HP:0004039	MP:0002764
ORPHA:1052	Mosaic Variegated Aneuploidy Syndrome	TRIP13	Trip13<tm1.1(KOMP)Vlcg> hom early	31.335	HP:0000518,HP:0007957,HP:0002797,HP:0006721,HP:0001000,HP:0002817,HP:0004209,HP:0007565	MP:0003795,MP:0005102,MP:0005561,MP:0002875,MP:0002110,MP:0002874,MP:0010124,MP:0000208
ORPHA:1052	Mosaic Variegated Aneuploidy Syndrome	TRIP13	Trip13<tm1.1(KOMP)Vlcg> hom late	37.865	HP:0001659,HP:0000518,HP:0007957,HP:0002797,HP:0001000,HP:0006721,HP:0007565	MP:0003795,MP:0001303,MP:0000063,MP:0010506,MP:0002075,MP:0010124,MP:0000218
ORPHA:1052	Mosaic Variegated Aneuploidy Syndrome	TRIP13	Trip13<em1(IMPC)J> hom early	25.99	HP:0002797	MP:0000063,MP:0010124
ORPHA:1065	Aniridia-Cerebellar Ataxia-Intellectual Disability Syndrome	PAX6	Pax6<em1(IMPC)Mbp> het early	30.075	HP:0000526	MP:0001293,MP:0001297,MP:0001314,MP:0005542
ORPHA:1065	Aniridia-Cerebellar Ataxia-Intellectual Disability Syndrome	PAX6	Pax6<em1(IMPC)Mbp> het embryo	29.17	HP:0000526	MP:0001297
ORPHA:1065	Aniridia-Cerebellar Ataxia-Intellectual Disability Syndrome	PAX6	Pax6<em1(IMPC)Mbp> hom embryo	26.69	HP:0000526	MP:0001293
ORPHA:107	Bor Syndrome	SIX1	Six1<em1(IMPC)Mbp> het embryo	16.31	HP:0009796	MP:0003231,MP:0001711
ORPHA:107	Bor Syndrome	SIX1	Six1<em1(IMPC)Mbp> het late	33.61	HP:0000083,HP:0000003,HP:0008678,HP:0000076,HP:0000074,HP:0000126	MP:0003068,MP:0002135,MP:0002989
ORPHA:107	Bor Syndrome	SIX1	Six1<em1(IMPC)Mbp> hom embryo	15.875	HP:0009796	MP:0001711,MP:0003984
ORPHA:110	Bardet-Biedl Syndrome	MKS1	Mks1<tm1a(EUCOMM)Wtsi> het early	16.705	HP:0010747,HP:0002230	MP:0000579
ORPHA:110	Bardet-Biedl Syndrome	BBS5	Bbs5<tm1b(EUCOMM)Wtsi> hom early	31.535	HP:0006101,HP:0001162,HP:0000580,HP:0001513	MP:0003961,MP:0001325,MP:0002764
ORPHA:110	Bardet-Biedl Syndrome	IFT172	Ift172<tm2b(EUCOMM)Hmgu> het early	34.465	HP:0000580,HP:0001162,HP:0006101	MP:0010097,MP:0002110
ORPHA:110	Bardet-Biedl Syndrome	IFT172	Ift172<tm2b(EUCOMM)Hmgu> hom embryo	23.475	HP:0000822,HP:0004322,HP:0000470	MP:0002884,MP:0001914,MP:0003984
ORPHA:110	Bardet-Biedl Syndrome	NPHP1	Nphp1<tm1.1(KOMP)Vlcg> hom early	42.405	HP:0000028,HP:0008736,HP:0008724,HP:0000135	MP:0001147,MP:0001120,MP:0001925,MP:0004906,MP:0001146,MP:0009709
ORPHA:110	Bardet-Biedl Syndrome	CEP19	Cep19<tm1b(EUCOMM)Hmgu> hom early	36.755	HP:0010747,HP:0000580,HP:0002230,HP:0001513	MP:0003961,MP:0003731,MP:0001510,MP:0011965
ORPHA:110	Bardet-Biedl Syndrome	SCAPER	Scaper<tm1b(EUCOMM)Hmgu> hom early	20.355	HP:0000028,HP:0008724,HP:0000135	MP:0001925
ORPHA:110	Bardet-Biedl Syndrome	BBS2	Bbs2<em2(IMPC)Wtsi> het early	16.1	HP:0001513	MP:0003961
ORPHA:110	Bardet-Biedl Syndrome	SCLT1	Sclt1<em1(IMPC)Tcp> hom embryo	37.395	HP:0006101,HP:0001162	MP:0000562
ORPHA:110	Bardet-Biedl Syndrome	CEP290	Cep290<em1(IMPC)Mbp> hom embryo	20.905	HP:0000822	MP:0001914
ORPHA:110	Bardet-Biedl Syndrome	BBIP1	Bbip1<em1(IMPC)Ccpcz> het early	25.28	HP:0000028,HP:0008724,HP:0001395,HP:0000470	MP:0000160,MP:0001944
ORPHA:110	Bardet-Biedl Syndrome	BBS12	Bbs12<em1(IMPC)Ccpcz> het early	18.61	HP:0000028,HP:0008724,HP:0001395	MP:0000703,MP:0000689,MP:0000691,MP:0000709
ORPHA:1106	Microphthalmia With Limb Anomalies	SMOC1	Smoc1<tm1a(EUCOMM)Wtsi> het early	16.24	HP:0000534	MP:0002075
ORPHA:1106	Microphthalmia With Limb Anomalies	SMOC1	Smoc1<tm1b(EUCOMM)Wtsi> het early	38.86	HP:0000327,HP:0010650,HP:0000347	MP:0000455
ORPHA:1106	Microphthalmia With Limb Anomalies	SMOC1	Smoc1<tm1b(EUCOMM)Wtsi> hom early	62.985	HP:0000347,HP:0000327,HP:0002982,HP:0001215,HP:0001849,HP:0004209,HP:0005736,HP:0005048,HP:0007598,HP:0006101,HP:0010650,HP:0001180,HP:0001830,HP:0001770,HP:0003042,HP:0002814,HP:0001162,HP:0000648,HP:0003038,HP:0001762,HP:0005916,HP:0011304,HP:0000534,HP:0006487,HP:0001852,HP:0008368,HP:0001172,HP:0002827,HP:0003026,HP:0002817,HP:0000581	MP:0004509,MP:0008259,MP:0002792,MP:0005287,MP:0000564,MP:0002110,MP:0010097,MP:0002764,MP:0001325,MP:0000455,MP:0006243
ORPHA:1146	Distal Arthrogryposis Type 1	TNNI2	Tnni2<tm1.1(KOMP)Vlcg> het early	14.39	HP:0100490	MP:0010025
ORPHA:1146	Distal Arthrogryposis Type 1	NALCN	Nalcn<em1(IMPC)Mbp> het embryo	49.705	HP:0100490,HP:0001838,HP:0009465,HP:0003272,HP:0010557,HP:0001181	MP:0000562,MP:0000564
ORPHA:1146	Distal Arthrogryposis Type 1	NALCN	Nalcn<em1(IMPC)Mbp> hom embryo	49.705	HP:0100490,HP:0001838,HP:0009465,HP:0003272,HP:0010557,HP:0001181	MP:0000562,MP:0000564
ORPHA:1147	Sheldon-Hall Syndrome	NALCN	Nalcn<em1(IMPC)Mbp> het embryo	38.665	HP:0003049,HP:0008368,HP:0001181,HP:0009465,HP:0006501,HP:0003272,HP:0010557,HP:0007598	MP:0000562,MP:0000564
ORPHA:1147	Sheldon-Hall Syndrome	NALCN	Nalcn<em1(IMPC)Mbp> hom embryo	38.665	HP:0003049,HP:0008368,HP:0001181,HP:0009465,HP:0006501,HP:0003272,HP:0010557,HP:0007598	MP:0000562,MP:0000564
ORPHA:1149	Kuskokwim Syndrome	FKBP10	Fkbp10<tm2a(EUCOMM)Wtsi> het early	23.135	HP:0001387	MP:0002896
ORPHA:115	Congenital Contractural Arachnodactyly	FBN2	Fbn2<em1(IMPC)Rbrc> hom early	39.41	HP:0008453,HP:0001166,HP:0100490,HP:0001083,HP:0001387,HP:0001371,HP:0001634,HP:0002803,HP:0002650,HP:0002804	MP:0000572,MP:0000552,MP:0001314,MP:0004609,MP:0005296,MP:0004599,MP:0000274,MP:0002187,MP:0000564,MP:0000558,MP:0005108,MP:0000266,MP:0002110,MP:0004509,MP:0000559,MP:0002932,MP:0006241,MP:0005298,MP:0005542
ORPHA:115	Congenital Contractural Arachnodactyly	FBN2	Fbn2<em1(IMPC)Rbrc> hom late	23.56	HP:0001634	MP:0000274,MP:0000266,MP:0004857
ORPHA:117	Behçet Disease	IL12A	Il12a<tm1b(EUCOMM)Hmgu> hom early	18.395	HP:0001369,HP:0010885	MP:0004609
ORPHA:117	Behçet Disease	TLR4	Tlr4<tm1.1(KOMP)Vlcg> hom early	30.92	HP:0002239,HP:0100796,HP:0002024	MP:0009476,MP:0000494,MP:0004906,MP:0001120
ORPHA:117	Behçet Disease	ERAP1	Erap1<tm2b(EUCOMM)Wtsi> hom early	10.025	HP:0001744	MP:0005505
ORPHA:117	Behçet Disease	ERAP1	Erap1<tm2b(EUCOMM)Wtsi> hom late	22.03	HP:0001744,HP:0001733,HP:0002039,HP:0001824	MP:0001399,MP:0003960,MP:0000598
ORPHA:117	Behçet Disease	IFNGR1	Ifngr1<em1(IMPC)Mbp> hom early	34.25	HP:0001097,HP:0000518	MP:0001304
ORPHA:117	Behçet Disease	STAT4	Stat4<em1(IMPC)Mbp> hom early	26.035	HP:0001097,HP:0000083,HP:0000518	MP:0002135,MP:0001314,MP:0002989
ORPHA:117	Behçet Disease	UBAC2	Ubac2<tm1e.1(EUCOMM)Hmgu> hom early	30.94	HP:0002239,HP:0001289,HP:0002024,HP:0000737,HP:0002354	MP:0009476,MP:0001417
ORPHA:1171	Cerebellar Ataxia-Areflexia-Pes Cavus-Optic Atrophy-Sensorineural Hearing Loss Syndrome	ATP1A3	Atp1a3<tm1b(EUCOMM)Hmgu> het early	45.745	HP:0001251,HP:0100543,HP:0002015	MP:0001399,MP:0001392,MP:0001364,MP:0001415
ORPHA:1173	Cerebellar Ataxia-Hypogonadism Syndrome	RNF216	Rnf216<tm1b(EUCOMM)Wtsi> hom early	33.715	HP:0000135,HP:0000044,HP:0000144	MP:0001925
ORPHA:1190	Atelosteogenesis Type I	FLNB	Flnb<tm1b(KOMP)Wtsi> het early	27.84	HP:0009107,HP:0004599	MP:0000063,MP:0010124
ORPHA:1194	Tmem70-Related Mitochondrial Encephalo-Cardio-Myopathy	TMEM70	Tmem70<em2(IMPC)Bay> het embryo	34.34	HP:0001510,HP:0001511	MP:0001697,MP:0003984
ORPHA:1194	Tmem70-Related Mitochondrial Encephalo-Cardio-Myopathy	TMEM70	Tmem70<em2(IMPC)Bay> hom embryo	33.76	HP:0001510,HP:0001511	MP:0003984,MP:0001697
ORPHA:1195	Congenital Atransferrinemia	TF	Trf<em1(IMPC)J> het early	45.59	HP:0001903	MP:0005561
ORPHA:1195	Congenital Atransferrinemia	TF	Trf<em1(IMPC)Rbrc> het late	46.99	HP:0001903	MP:0001589
ORPHA:1215	Autosomal Dominant Optic Atrophy Plus Syndrome	OPA1	Opa1<em1(IMPC)Bay> hom embryo	23.28	HP:0001638	MP:0000266
ORPHA:1231	Barber-Say Syndrome	TWIST2	Twist2<tm1.1(KOMP)Vlcg> het early	18.45	HP:0100783,HP:0002557,HP:0000049	MP:0001147,MP:0001146
ORPHA:1263	Boomerang Dysplasia	FLNB	Flnb<tm1b(KOMP)Wtsi> het early	41.805	HP:0001539,HP:0100569,HP:0100856,HP:0011849	MP:0010124,MP:0000063,MP:0010024
ORPHA:127	Borjeson-Forssman-Lehmann Syndrome	PHF6	Phf6<tm1b(EUCOMM)Wtsi> het early	20.475	HP:0009748,HP:0000365	MP:0004738
ORPHA:1272	Aymé-Gripp Syndrome	MAF	Maf<em1(IMPC)Mbp> het late	22.82	HP:0001701,HP:0000093,HP:0001698,HP:0000028,HP:0003187	MP:0000274,MP:0000266,MP:0004832,MP:0009552,MP:0003068,MP:0002989,MP:0002135,MP:0001126
ORPHA:1272	Aymé-Gripp Syndrome	MAF	Maf<em1(IMPC)Mbp> hom embryo	22.86	HP:0001698,HP:0008897,HP:0004322	MP:0001785,MP:0003984
ORPHA:1275	Brachydactyly-Elbow Wrist Dysplasia Syndrome	PITX1	Pitx1<em1(IMPC)Wtsi> het early	54.605	HP:0001156,HP:0009832,HP:0040071,HP:0003042,HP:0003063,HP:0006501,HP:0004209,HP:0005048	MP:0000572,MP:0002932,MP:0000558,MP:0008730,MP:0002110,MP:0000559,MP:0004083
ORPHA:1299	Branchioskeletogenital Syndrome	CDH11	Cdh11<em1(IMPC)Mbp> hom early	21.915	HP:0000071,HP:0002561,HP:0000042,HP:0000252,HP:0000054,HP:0002836,HP:0000808	MP:0001147,MP:0011496,MP:0003068,MP:0002135,MP:0001146
